paper_id,decision,rq_label,query,retriever_type,retrieved_contexts,retrieved_chunk_ids,similarity_scores
ICLR_2017_483,Reject,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['Pros: + The paper is clear and well-written.', 'I think the proposed evaluation metrics are flawed, especially when evaluating the diversity of the samples for the aforementioned reasons.', 'The authors attempt at evaluating the method quantitatively by looking at the discriminability and diversity of samples.', 'Apologies for the late review.', 'Also it would be helpful to include the real data Inception score as a point of comparison.']","['ICLR_2017_483_review_2_chunk_3', 'ICLR_2017_483_review_0_chunk_19', 'ICLR_2017_483_review_0_chunk_6', 'ICLR_2017_483_review_0_chunk_0', 'ICLR_2017_483_review_2_chunk_18']","[1.1563570499420166, 1.2246294021606445, 1.39519464969635, 1.4592617750167847, 1.5134727954864502]"
ICLR_2017_483,Reject,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['Pros: + The paper is clear and well-written.', 'Diversity: The authors try to quantitatively evaluate diversity of samples by measuring the average MS-SSIM between randomly selected pairs of points within each class.', 'Figure 2. nicely illustrates related methods - this particular method bears similarities to InfoGANs and Semi-supervised GANs.', 'This paper introduces a class-conditional GAN as a generative model for images.', 'The overall novelty of this approach is somewhat lacking in that previous methods have proposed training a classifier head on the discriminator and the discriminability metric proposed is simply the inception score of [1] except with class information.']","['ICLR_2017_483_review_2_chunk_3', 'ICLR_2017_483_review_0_chunk_10', 'ICLR_2017_483_review_0_chunk_4', 'ICLR_2017_483_review_2_chunk_0', 'ICLR_2017_483_review_1_chunk_5']","[0.13599645830713483, 0.12756581958324958, 0.11367169743761686, 0.10858928243870432, 0.09248711725213299]"
ICLR_2019_797,Reject,Q1_Justification,"Given the decision was 'Reject', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['I think the biggest weakness of this paper is the experiments.', 'Pros: + Simple and clean proposal + Easy to read Cons: - Limited insight - Weak experiments', 'In the current paper, the authors assume that data samples close to decision boundaries are bad examples.', 'The paper is generally easy to follow but the presentation could be improved.', 'Proposition 1 is pretty weak in that it only covers a 2-class logistic regression; it seems obvious that the adversarial perturbation points in the direction toward the decision hyperplane.']","['ICLR_2019_797_review_1_chunk_12', 'ICLR_2019_797_review_1_chunk_20', 'ICLR_2019_797_review_2_chunk_23', 'ICLR_2019_797_review_1_chunk_2', 'ICLR_2019_797_review_1_chunk_9']","[1.1734696626663208, 1.241471767425537, 1.2923526763916016, 1.3624489307403564, 1.4201680421829224]"
ICLR_2019_797,Reject,Q1_Justification,"Given the decision was 'Reject', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['In the current paper, the authors assume that data samples close to decision boundaries are bad examples.', 'The paper shows that the VAT approach is actively pushing the decision boundary away from the high-density regions.', 'The main argument for why FAT should be prefered over VAT comes from Section 6.2.', 'While the BadGAN approach pulls the decision boundary to low-density regions.', 'Bad GAN does not need a PixelCNN to achieve the reported results in their paper, and their results are reproducible by running the commands given in the github repo.']","['ICLR_2019_797_review_2_chunk_23', 'ICLR_2019_797_review_0_chunk_1', 'ICLR_2019_797_review_1_chunk_15', 'ICLR_2019_797_review_0_chunk_2', 'ICLR_2019_797_review_2_chunk_30']","[0.15675168611513277, 0.14813499037925498, 0.1421853331125257, 0.13387859626089524, 0.12607578049542262]"
ICLR_2019_797,Reject,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['I think the biggest weakness of this paper is the experiments.', 'Pros: + Simple and clean proposal + Easy to read Cons: - Limited insight - Weak experiments', 'The paper is generally easy to follow but the presentation could be improved.', 'In the current paper, the authors assume that data samples close to decision boundaries are bad examples.', 'The visualizations of the bad samples show qualitatively that the bad samples from the BadGAN and proposed approach differ.']","['ICLR_2019_797_review_1_chunk_12', 'ICLR_2019_797_review_1_chunk_20', 'ICLR_2019_797_review_1_chunk_2', 'ICLR_2019_797_review_2_chunk_23', 'ICLR_2019_797_review_0_chunk_8']","[1.1624205112457275, 1.1845673322677612, 1.252278208732605, 1.30229651927948, 1.442765235900879]"
ICLR_2019_797,Reject,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['The paper also provides analysis regarding why VAT is useful for semi-supervised learning.', 'Bad GAN does not need a PixelCNN to achieve the reported results in their paper, and their results are reproducible by running the commands given in the github repo.', 'It will be nice to see some results in this aspect.', 'It is interesting to bridge two state-of-the-art semi-supervise learning methods in a meaningful.', 'Some positive results have been presented in Table 1 and Figure 4.']","['ICLR_2019_797_review_2_chunk_2', 'ICLR_2019_797_review_2_chunk_30', 'ICLR_2019_797_review_0_chunk_14', 'ICLR_2019_797_review_2_chunk_4', 'ICLR_2019_797_review_2_chunk_6']","[0.18735921010621975, 0.15447326345244497, 0.1508368407019676, 0.12618212309414661, 0.1114314325848601]"
ICLR_2020_40,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['Decision: Accept.', 'Given the other strong reviews, and your careful characterization of various aspects of the work, I am favorable to accepting.', 'Overall, I would say the paper suffers from some clarity issues.', 'Please try to incorporate elements of this discussion into the paper, which I think will give a richer and more nuanced understanding of the work to future readers.', 'The paper is clearly written and well-motivated.']","['ICLR_2020_40_review_1_chunk_2', 'ICLR_2020_40_review_0_chunk_30', 'ICLR_2020_40_review_0_chunk_16', 'ICLR_2020_40_review_0_chunk_31', 'ICLR_2020_40_review_2_chunk_8']","[0.8913468718528748, 0.932915449142456, 1.0849531888961792, 1.2183148860931396, 1.2614773511886597]"
ICLR_2020_40,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['Decision: Accept.', 'Given the other strong reviews, and your careful characterization of various aspects of the work, I am favorable to accepting.', 'I must say I found most of the material in 3.1 to distrct from the main message – but perhaps it is because I am not very interested in the LQR setting, and did not understand how the findings there supported those in latter sections.', 'If that is the main message, than it is somewhat obfuscated by all the material on LQR, which doesn’t really go in this direction (p.4: “We being with a theorem which implies that a high dimensional observational space directly contributes to overfitting”).', 'The paper is clearly written and well-motivated.']","['ICLR_2020_40_review_1_chunk_2', 'ICLR_2020_40_review_0_chunk_30', 'ICLR_2020_40_review_0_chunk_15', 'ICLR_2020_40_review_0_chunk_14', 'ICLR_2020_40_review_2_chunk_8']","[0.7656487404236495, 0.156785921076635, 0.05714979187242844, 0.048621607680771145, 0.03590578742441725]"
ICLR_2020_40,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['Overall, I would say the paper suffers from some clarity issues.', 'But overall, though I read the paper in detail, and am knowledgeable of the topic, I am still struggling with extracting very specific new findings from this work.', 'The paper is clearly written and well-motivated.', 'Please try to incorporate elements of this discussion into the paper, which I think will give a richer and more nuanced understanding of the work to future readers.', 'However, I also see some shortcomings of the method.']","['ICLR_2020_40_review_0_chunk_16', 'ICLR_2020_40_review_0_chunk_7', 'ICLR_2020_40_review_2_chunk_8', 'ICLR_2020_40_review_0_chunk_31', 'ICLR_2020_40_review_2_chunk_11']","[1.054932713508606, 1.125876784324646, 1.226578950881958, 1.2474462985992432, 1.3251217603683472]"
ICLR_2020_40,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['There are also several empirical results, on three contrasting domains which illustrates various aspects of the interaction between parameterization vs generalization.', 'But overall, though I read the paper in detail, and am knowledgeable of the topic, I am still struggling with extracting very specific new findings from this work.', '- Theoretical properties of generalization for the specific case of LQR and linear policies.', 'If that’s the case, it is perhaps dangerous to ignore them in the analysis; it is not described in the paper, for the domains studied in the empirical results, whether this is the case or not.', 'Review: This paper considers the problem of overfitting in RL through a specific model of overfitting, namely one where noise is introduced in the observation space, independently of the controllable dynamics.']","['ICLR_2020_40_review_0_chunk_6', 'ICLR_2020_40_review_0_chunk_7', 'ICLR_2020_40_review_0_chunk_5', 'ICLR_2020_40_review_0_chunk_26', 'ICLR_2020_40_review_0_chunk_0']","[0.2288650693480515, 0.1424320760501262, 0.12238569302506822, 0.11741177217311827, 0.11700009627070848]"
ICLR_2018_51,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['Overall the paper is very well written.', 'The theory part of the paper is reasonable and quite well written.', 'Overall, I think it is a borderline paper.', 'This paper merits acceptance on theoretical merits alone, because the FTRL analysis for convex-concave games is a very robust tool from theory (see also the more recent sequel [Syrgkanis et al.', '3) In the current state, it is hard to place the quantitative results in context with other common methods in the recent literature such as WGAN with gradient penalty.']","['ICLR_2018_51_review_2_chunk_3', 'ICLR_2018_51_review_0_chunk_10', 'ICLR_2018_51_review_0_chunk_17', 'ICLR_2018_51_review_1_chunk_4', 'ICLR_2018_51_review_2_chunk_13']","[1.1336840391159058, 1.2578694820404053, 1.3198885917663574, 1.548593282699585, 1.588979721069336]"
ICLR_2018_51,Accept (Poster),Q1_Justification,"Given the decision was 'Accept (Poster)', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['Overall the paper is very well written.', 'Overall, I think it is a borderline paper.', 'The theory part of the paper is reasonable and quite well written.', 'The paper applies tools from online learning to GANs.', 'The paper claims that this may help to prevent model collapsing.']","['ICLR_2018_51_review_2_chunk_3', 'ICLR_2018_51_review_0_chunk_17', 'ICLR_2018_51_review_0_chunk_10', 'ICLR_2018_51_review_2_chunk_0', 'ICLR_2018_51_review_0_chunk_13']","[0.26327032455429034, 0.2108161605966661, 0.19469260217677006, 0.17629570695797583, 0.16376470109675834]"
ICLR_2018_51,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['Overall the paper is very well written.', 'Overall, I think it is a borderline paper.', 'The theory part of the paper is reasonable and quite well written.', '2.1, but no in-depth analysis is carried out.', '3) In the current state, it is hard to place the quantitative results in context with other common methods in the recent literature such as WGAN with gradient penalty.']","['ICLR_2018_51_review_2_chunk_3', 'ICLR_2018_51_review_0_chunk_17', 'ICLR_2018_51_review_0_chunk_10', 'ICLR_2018_51_review_2_chunk_11', 'ICLR_2018_51_review_2_chunk_13']","[1.089343786239624, 1.2038029432296753, 1.3226572275161743, 1.431222677230835, 1.4721957445144653]"
ICLR_2018_51,Accept (Poster),Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['------------------------- I read the response and the new experimental results regarding WGAN.', 'Alternatively please show WGAN-GP and/or other method results in at least one or two experiments using the evaluation methods in the paper.', 'I suggest the authors to either report some results in terms of inception scores on cifar10 with similar architectures used in other methods for comparison.', '3) In the current state, it is hard to place the quantitative results in context with other common methods in the recent literature such as WGAN with gradient penalty.', 'Overall the paper is very well written.']","['ICLR_2018_51_review_0_chunk_18', 'ICLR_2018_51_review_2_chunk_15', 'ICLR_2018_51_review_2_chunk_14', 'ICLR_2018_51_review_2_chunk_13', 'ICLR_2018_51_review_2_chunk_3']","[0.26118486132315777, 0.21242430981314514, 0.14154568379152782, 0.13680839172571743, 0.09036295657073767]"
ICLR_2020_982,Reject,Q1_Justification,"Given the decision was 'Reject', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['Conclusion: At the moment I recommend a weak reject.', 'Strengths: The paper is generally well written and clearly presented.', 'The technical contribution of the paper is rather small, and also the depth of analysis could be improved.', 'However, given the importance of the problem addressed in the paper (and the little existing work) I could be open to increasing my score if my concerns are addressed.', 'Moreover, I think experimental results could have been more complete.']","['ICLR_2020_982_review_0_chunk_9', 'ICLR_2020_982_review_2_chunk_6', 'ICLR_2020_982_review_0_chunk_10', 'ICLR_2020_982_review_0_chunk_12', 'ICLR_2020_982_review_0_chunk_11']","[0.9212185740470886, 1.0393180847167969, 1.17771577835083, 1.304152488708496, 1.4671424627304077]"
ICLR_2020_982,Reject,Q1_Justification,"Given the decision was 'Reject', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['Main points: 1.', 'Strengths: The paper is generally well written and clearly presented.', 'Weaknesses: - Experimental results are indeed very promising, however, GAN implementation details and hyperparameters used for training, such as optimizer and learning rate, do not seem to be mentioned in the text.', 'Conclusion: At the moment I recommend a weak reject.', 'However, given the importance of the problem addressed in the paper (and the little existing work) I could be open to increasing my score if my concerns are addressed.']","['ICLR_2020_982_review_0_chunk_13', 'ICLR_2020_982_review_2_chunk_6', 'ICLR_2020_982_review_2_chunk_9', 'ICLR_2020_982_review_0_chunk_9', 'ICLR_2020_982_review_0_chunk_12']","[0.20558738233415216, 0.18005997086540432, 0.14699937825036985, 0.13568998050533013, 0.11403824090635031]"
ICLR_2020_982,Reject,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['Strengths: The paper is generally well written and clearly presented.', 'The technical contribution of the paper is rather small, and also the depth of analysis could be improved.', 'Conclusion: At the moment I recommend a weak reject.', 'However, given the importance of the problem addressed in the paper (and the little existing work) I could be open to increasing my score if my concerns are addressed.', 'Minor points (do not need to be addressed in rebuttal): -Since FID several other GAN evaluation metrics have been proposed.']","['ICLR_2020_982_review_2_chunk_6', 'ICLR_2020_982_review_0_chunk_10', 'ICLR_2020_982_review_0_chunk_9', 'ICLR_2020_982_review_0_chunk_12', 'ICLR_2020_982_review_0_chunk_29']","[1.0077571868896484, 1.1348965167999268, 1.1781842708587646, 1.2655658721923828, 1.4153803586959839]"
ICLR_2020_982,Reject,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['Main points: 1.', 'Moreover, I think experimental results could have been more complete.', 'I believe this work will have a positive impact on the community and especially help establishing more efficient methods for training GANs.', 'Minor points (do not need to be addressed in rebuttal): -Since FID several other GAN evaluation metrics have been proposed.', 'The paper can be made stronger if there is more discussion about the theory of CoreSets and how good are the heuristics used in this paper.']","['ICLR_2020_982_review_0_chunk_13', 'ICLR_2020_982_review_0_chunk_11', 'ICLR_2020_982_review_2_chunk_8', 'ICLR_2020_982_review_0_chunk_29', 'ICLR_2020_982_review_1_chunk_7']","[0.2551366960190731, 0.1521656630882801, 0.1106266804794043, 0.10067110635809597, 0.09953622836141827]"
NIPS_2018_511,Accept,Q1_Justification,"Given the decision was 'Accept', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",Dense (all-MiniLM-L6-v2),"['Overall, I give a weak acceptance for this paper.', '(3) I really hope the author clarify more clearly about their contribution of this paper.', 'Hence, I am a little bit confused about what the actual contribution of this paper is when reading this paper.', 'However, many details and technical proofs are badly written, making overall the paper hard to evaluate.', 'Overall, the big picture of this paper is clearly presented.']","['NIPS_2018_511_review_2_chunk_16', 'NIPS_2018_511_review_2_chunk_12', 'NIPS_2018_511_review_2_chunk_11', 'NIPS_2018_511_review_2_chunk_3', 'NIPS_2018_511_review_2_chunk_2']","[0.8082932233810425, 1.232970118522644, 1.2532672882080078, 1.255285382270813, 1.2761342525482178]"
NIPS_2018_511,Accept,Q1_Justification,"Given the decision was 'Accept', what are the main arguments, strengths, and weaknesses mentioned in the reviews that could justify the paper's decision?",TF-IDF (Baseline),"['However, the main contribution of this paper, to me, seems to lie within analyzing how to quickly escape saddle points fast under \\emph{deterministic} setting.', 'For example, the differences between Neon and Neon2, AGD proposed by Jin Chi are not very clear, since they share similar techniques and the authors only slightly mentioned the differences.', 'The results of this paper are good, but the paper is not written carefully.', 'Hence, I am a little bit confused about what the actual contribution of this paper is when reading this paper.', 'Overall, I give a weak acceptance for this paper.']","['NIPS_2018_511_review_2_chunk_9', 'NIPS_2018_511_review_1_chunk_12', 'NIPS_2018_511_review_3_chunk_4', 'NIPS_2018_511_review_2_chunk_11', 'NIPS_2018_511_review_2_chunk_16']","[0.18277043442681945, 0.1197104437357552, 0.11400167739201042, 0.09591815227694946, 0.07202427160363227]"
NIPS_2018_511,Accept,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",Dense (all-MiniLM-L6-v2),"['Adding a Conclusion section with future directions of work would be helpful.', 'However, many details and technical proofs are badly written, making overall the paper hard to evaluate.', 'Overall, I give a weak acceptance for this paper.', 'Overall, the big picture of this paper is clearly presented.', 'The results of this paper are good, but the paper is not written carefully.']","['NIPS_2018_511_review_0_chunk_11', 'NIPS_2018_511_review_2_chunk_3', 'NIPS_2018_511_review_2_chunk_16', 'NIPS_2018_511_review_2_chunk_2', 'NIPS_2018_511_review_3_chunk_4']","[1.1264843940734863, 1.1519360542297363, 1.1711426973342896, 1.1833372116088867, 1.228487491607666]"
NIPS_2018_511,Accept,Q2_Disagreement,"Identify specific points of notable disagreement or contrasting opinions between reviewers regarding this paper's methods, results, or conclusions.",TF-IDF (Baseline),"['The results of this paper are good, but the paper is not written carefully.', 'The key advantage of the methods being that the complexity is linear in terms of the dimensionality of the problem.', 'The intuition and key results in certain theorems can be summarized in words to make it useful to the reader (for e.g.', 'I like the fact that Neon or Neon+ can be used as a black-box to replace the second-order methods for computing NC.', 'However, the main contribution of this paper, to me, seems to lie within analyzing how to quickly escape saddle points fast under \\emph{deterministic} setting.']","['NIPS_2018_511_review_3_chunk_4', 'NIPS_2018_511_review_0_chunk_1', 'NIPS_2018_511_review_0_chunk_9', 'NIPS_2018_511_review_0_chunk_5', 'NIPS_2018_511_review_2_chunk_9']","[0.2867610143935677, 0.14842406882254003, 0.12824141209315557, 0.11463483614135495, 0.09908726777793356]"
